":START_ID(Person-ID)",":TYPE",":END_ID(Movie-ID)"
"search","Acted_in","1316685"
"search","Acted_in","1316685"
"1049605","Acted_in","1293299"
"1016762","Acted_in","1293299"
"1070141","Acted_in","1293299"
"1022553","Acted_in","1293299"
"1054852","Acted_in","1293299"
"1016735","Acted_in","1293299"
"1076665","Acted_in","1302164"
"1050179","Acted_in","1302164"
"1006393","Acted_in","1302164"
"1023278","Acted_in","1302164"
"1028522","Acted_in","1302164"
"1002667","Acted_in","1302164"
"search","Acted_in","10748107"
"1328089","Acted_in","10748107"
"search","Acted_in","10748107"
"search","Acted_in","10748107"
"search","Acted_in","10748107"
"1054528","Acted_in","1292225"
"1010585","Acted_in","1292225"
"1123465","Acted_in","1292225"
"search","Acted_in","1295930"
,"Acted_in","1297906"
"1018982","Acted_in","1298491"
"1059229","Acted_in","1298491"
"1010713","Acted_in","1298491"
"1016681","Acted_in","1296225"
"1004592","Acted_in","1296225"
"1313408","Acted_in","5327188"
"1040526","Acted_in","5327188"
"1027194","Acted_in","5327188"
"1041018","Acted_in","5327188"
"1004588","Acted_in","5327188"
"1049607","Acted_in","5327188"
"search","Acted_in","1459373"
"search","Acted_in","1459373"
"1013678","Acted_in","1448827"
"1036630","Acted_in","1448827"
"1109839","Acted_in","1448827"
"1142576","Acted_in","1448827"
"1037557","Acted_in","1448827"
"1007251","Acted_in","1307372"
"1037098","Acted_in","1307372"
"1023476","Acted_in","1307372"
"1028828","Acted_in","1307372"
"1274433","Acted_in","1307372"
"1318850","Acted_in","1307372"
"1322129","Acted_in","1307372"
"1301203","Acted_in","1307372"
"1040529","Acted_in","24304229"
"1025155","Acted_in","24304229"
"1044708","Acted_in","24304229"
"1018199","Acted_in","24304229"
"1027504","Acted_in","24304229"
"1041246","Acted_in","24304229"
"1201404","Acted_in","24304229"
"1019055","Acted_in","24304229"
"search","Acted_in","25802713"
"search","Acted_in","25802713"
"search","Acted_in","25802713"
"1042051","Acted_in","1303133"
"1034499","Acted_in","1303133"
"1313042","Acted_in","1303133"
"1041127","Acted_in","1307955"
"1018988","Acted_in","1307955"
"1049496","Acted_in","1307955"
"1036603","Acted_in","1307955"
"1047991","Acted_in","1307955"
"1006956","Acted_in","1419856"
"1018989","Acted_in","1419856"
"1014363","Acted_in","1419856"
"1333426","Acted_in","1419856"
"1041002","Acted_in","1419856"
"1019145","Acted_in","1304901"
"1013896","Acted_in","1304901"
"1049562","Acted_in","1304901"
"1049509","Acted_in","1304901"
"1055549","Acted_in","1394825"
"1091888","Acted_in","1394825"
"1006998","Acted_in","1394825"
"1000083","Acted_in","1394825"
"1054411","Acted_in","1394825"
"1013815","Acted_in","1394825"
"1027323","Acted_in","1394825"
"1036307","Acted_in","1394825"
"1040512","Acted_in","1394825"
"1022580","Acted_in","1394825"
"1027150","Acted_in","1394825"
"1013759","Acted_in","1394825"
"1285106","Acted_in","1394825"
"1032236","Acted_in","2181137"
"1122884","Acted_in","2181137"
"1084052","Acted_in","2181137"
"1107333","Acted_in","2181137"
"1117143","Acted_in","2181137"
"1316697","Acted_in","2181137"
"1151360","Acted_in","2181137"
"1041002","Acted_in","25804293"
"1016680","Acted_in","25804293"
"1006956","Acted_in","25804293"
"1075760","Acted_in","1394470"
"1028522","Acted_in","1394470"
"search","Acted_in","1394470"
"1274440","Acted_in","1394470"
"1150279","Acted_in","1394470"
"search","Acted_in","1394470"
"1275121","Acted_in","1394470"
"1031793","Acted_in","1300317"
"1003495","Acted_in","1300317"
"1041368","Acted_in","1300317"
"1033280","Acted_in","1300317"
"1031194","Acted_in","1300317"
"1029805","Acted_in","1300317"
"1003593","Acted_in","1300317"
"1017188","Acted_in","1300317"
"search","Acted_in","1300317"
"search","Acted_in","1300317"
"1032016","Acted_in","1422189"
"1010573","Acted_in","1422189"
"1019051","Acted_in","1422189"
"1086328","Acted_in","3095502"
"1010833","Acted_in","3811342"
"1050076","Acted_in","3811342"
"1037098","Acted_in","3811342"
"1033379","Acted_in","3811342"
"1050735","Acted_in","3811342"
"1163752","Acted_in","3811342"
"1002862","Acted_in","3811342"
"1274440","Acted_in","3811342"
"1274442","Acted_in","3811342"
"1047528","Acted_in","3811342"
"1314568","Acted_in","3811342"
"1045255","Acted_in","1962115"
"1040522","Acted_in","1962115"
"1012513","Acted_in","1962115"
"1041181","Acted_in","1962115"
"1019052","Acted_in","1962115"
"1004891","Acted_in","1962115"
"1031224","Acted_in","11541282"
"1025059","Acted_in","11541282"
"1013768","Acted_in","11541282"
"1044702","Acted_in","11541282"
"1054154","Acted_in","11541282"
"1004571","Acted_in","11541282"
"1048128","Acted_in","11541282"
"1009632","Acted_in","11541282"
"1220515","Acted_in","11541282"
"1191632","Acted_in","11541282"
"1333618","Acted_in","11541282"
"1314061","Acted_in","11541282"
"1010684","Acted_in","11541282"
"1000117","Acted_in","11541282"
"1322167","Acted_in","11541282"
"1094347","Acted_in","11541282"
"1336032","Acted_in","11541282"
"1088841","Acted_in","11541282"
"1128855","Acted_in","11541282"
"1076587","Acted_in","1302911"
"1050156","Acted_in","1302911"
"1166561","Acted_in","1302911"
"1350608","Acted_in","1302911"
"1139745","Acted_in","1302911"
"1276785","Acted_in","1302911"
"search","Acted_in","1302911"
"search","Acted_in","1302911"
"1072357","Acted_in","1302911"
"search","Acted_in","1302911"
"1037430","Acted_in","1785489"
"1099156","Acted_in","1785489"
"1065822","Acted_in","1785489"
"1137772","Acted_in","1785489"
"1108831","Acted_in","1785489"
"1165369","Acted_in","1785489"
"1043012","Acted_in","1785489"
"1116572","Acted_in","1785489"
"search","Acted_in","1964087"
"search","Acted_in","1964087"
"search","Acted_in","1964087"
"1361650","Acted_in","26772763"
"search","Acted_in","2344297"
"search","Acted_in","2344297"
"1048359","Acted_in","1468030"
"1144884","Acted_in","1468030"
"search","Acted_in","1468030"
"search","Acted_in","1468030"
"search","Acted_in","2131969"
"search","Acted_in","2131969"
"search","Acted_in","2131969"
"1027577","Acted_in","3013580"
"1009888","Acted_in","3013580"
"1005537","Acted_in","3013580"
"1274503","Acted_in","3013580"
"1274279","Acted_in","3013580"
"1275369","Acted_in","3013580"
"1313681","Acted_in","3013580"
"1032940","Acted_in","3013580"
"1359062","Acted_in","3013580"
"1098257","Acted_in","1300957"
"1007149","Acted_in","1300957"
"1051078","Acted_in","1300957"
"1082911","Acted_in","1300957"
"1076214","Acted_in","1300957"
"1156369","Acted_in","1300957"
"1154061","Acted_in","1300957"
"1041602","Acted_in","1300957"
"1121526","Acted_in","1300957"
"1027662","Acted_in","1300957"
"1025144","Acted_in","3321409"
"1022620","Acted_in","3321409"
"1313105","Acted_in","3321409"
"1045003","Acted_in","3321409"
"1261575","Acted_in","3321409"
"1007020","Acted_in","3321409"
"1044915","Acted_in","3321409"
"1313106","Acted_in","3321409"
"1313107","Acted_in","3321409"
"1313108","Acted_in","3321409"
"1313109","Acted_in","3321409"
"1313110","Acted_in","3321409"
"1126232","Acted_in","3321409"
"1153085","Acted_in","3321409"
"1313111","Acted_in","3321409"
"1054448","Acted_in","3321409"
"1313115","Acted_in","3321409"
"1040815","Acted_in","3321409"
"1313116","Acted_in","3321409"
"1006955","Acted_in","4301043"
"1054443","Acted_in","4301043"
"1022596","Acted_in","4301043"
"1010510","Acted_in","4301043"
"1018985","Acted_in","4301043"
"1054446","Acted_in","4301043"
"1031807","Acted_in","4301043"
"1012506","Acted_in","4301043"
"1049658","Acted_in","4301043"
"1036774","Acted_in","4301043"
"1100849","Acted_in","4301043"
"1317081","Acted_in","4301043"
"1014212","Acted_in","4301043"
"1049584","Acted_in","4301043"
"1018107","Acted_in","4301043"
"1000648","Acted_in","4301043"
"1067891","Acted_in","4301043"
